ACC_X,ACC_Y,ACC_Z,Time
-285.369873,944.000244,-6.866455,0.000159
-297.180176,936.676025,-8.056641,0.000951
-292.694092,939.331055,-8.789062,0.001714
-294.525146,936.126709,-9.613037,0.002473
-289.672852,944.000244,-18.310547,0.003241
-297.454834,935.028076,-18.218994,0.004007
-301.025391,932.556152,-20.416260,0.004764
-302.398682,936.676025,-17.028809,0.005523
-299.468994,936.126709,-10.253906,0.006280
-301.757812,945.098877,-16.662598,0.007036
-293.518066,939.056396,-15.197754,0.007797
-293.609619,937.408447,-12.359619,0.008561
-292.144775,939.422607,-13.275146,0.009381
-290.039062,943.267822,-11.993408,0.010180
-286.651611,947.296143,-23.803711,0.011010
-286.376953,948.944092,-18.951416,0.011800
-290.954590,947.021484,-16.387939,0.012668
-292.785645,951.416016,-17.761230,0.013457
-293.518066,952.148438,-9.887695,0.014254
-293.060303,953.155518,-5.859375,0.015022
-289.398193,955.627441,-10.711670,0.015784
-277.404785,953.796387,-13.458252,0.016573
-281.433105,953.063965,-12.817383,0.017372
-300.018311,953.247070,-16.662598,0.018293
-289.855957,946.014404,-12.084961,0.019118
-283.996582,941.619873,-16.571045,0.019925
-275.939941,939.880371,-18.859863,0.020733
-276.214600,947.021484,-17.852783,0.021565
-273.559570,945.739746,-18.768311,0.022369
-280.792236,948.211670,-16.113281,0.023155
-282.806396,957.000732,-14.099121,0.024005
-286.651611,947.570801,-16.296387,0.024819
-304.321289,943.084717,-19.409180,0.025694
-279.418945,951.324463,-21.881104,0.026513
-286.010742,949.951172,-24.169922,0.027305
-283.081055,943.817139,-20.416260,0.028092
-287.017822,947.387695,-22.521973,0.028872
-277.221680,953.704834,-20.874023,0.029615
-283.172607,948.944092,-17.578125,0.030507
-272.644043,943.267822,-21.240234,0.031299
-287.933350,942.169189,-14.648438,0.032044
-285.461426,951.416016,-18.127441,0.032925
-290.039062,954.162598,-19.958496,0.033722
-288.116455,946.197510,-20.782471,0.034495
-287.200928,943.817139,-24.444580,0.035247
-282.623291,940.246582,-18.676758,0.035997
-289.031982,941.986084,-17.120361,0.036636
-281.433105,941.619873,-25.909424,0.037380
-287.109375,945.281982,-11.169434,0.038126
-283.172607,946.105957,-18.493652,0.038868
-283.447266,950.225830,-18.402100,0.039623
-282.257080,942.810059,-15.289307,0.040367
-278.594971,943.817139,-11.718750,0.041111
-280.700684,942.901611,-9.429932,0.041854
-288.757324,936.492920,-3.753662,0.042531
-285.369873,948.669434,-10.620117,0.043275
-287.567139,947.296143,-14.282227,0.044018
-281.341553,943.634033,-16.937256,0.044761
-281.158447,945.190430,-13.092041,0.045519
-289.764404,945.007324,-11.077881,0.046262
-284.729004,945.373535,-5.767822,0.047005
-280.792236,946.838379,-10.803223,0.047864
-276.672363,942.352295,-19.500732,0.048621
-270.812988,949.493408,-7.232666,0.049364
-276.306152,920.288086,-12.268066,0.050106
-284.545898,939.147949,-12.084961,0.050857
-283.081055,941.070557,-16.662598,0.051676
-283.081055,935.028076,-13.549805,0.052453
-282.989502,929.534912,-16.113281,0.053208
-279.235840,938.507080,-13.916016,0.053966
-277.313232,936.309814,-12.725830,0.054703
-282.165527,935.028076,-13.641357,0.055439
-280.700684,928.253174,-14.190674,0.056173
-279.602051,932.189941,-14.739990,0.056918
-282.440186,932.922363,-16.113281,0.057655
-278.778076,932.464600,-19.958496,0.058389
-278.869629,935.852051,-15.838623,0.059124
-269.348145,934.387207,-15.472412,0.059879
-272.827148,935.394287,-5.493164,0.060624
-281.799316,924.224854,3.387451,0.061367
-304.321289,926.239014,-0.732422,0.062109
-290.771484,929.168701,-3.753662,0.062852
-290.954590,937.316895,-14.373779,0.063633
-299.926758,935.119629,-27.465820,0.064377
-301.300049,927.886963,-33.508301,0.065120
-281.799316,926.330566,-34.240723,0.065862
-278.778076,928.344727,-29.296875,0.066618
-280.334473,921.203613,-27.008057,0.067360
-286.102295,921.478271,-25.543213,0.068103
-282.714844,927.062988,-22.979736,0.068845
-282.073975,925.323486,-13.275146,0.069613
-283.447266,923.492432,-18.951416,0.070368
-285.095215,928.894043,-4.760742,0.071111
-259.002686,931.457520,-14.465332,0.071853
-283.813477,938.415527,-10.070801,0.072613
-281.799316,922.576904,-9.155273,0.073356
-278.869629,935.302734,-16.937256,0.074173
-278.961182,940.429688,-14.465332,0.074916
-283.172607,935.943604,-13.732910,0.075659
-280.792236,933.654785,-21.789551,0.076402
-280.700684,933.380127,-12.268066,0.077144
-284.454346,927.978516,-8.056641,0.077887
-277.679443,935.485840,-6.225586,0.078641
-281.982422,925.781250,-12.451172,0.079381
-280.883789,924.041748,-16.937256,0.080139
-283.996582,932.281494,-21.240234,0.080898
-282.531738,938.140869,-19.134521,0.081643
-284.179688,925.140381,-22.247314,0.082388
-287.658691,929.168701,-14.373779,0.083132
-293.701172,925.323486,-11.352539,0.083876
-289.672852,938.873291,-5.493164,0.084631
-282.440186,936.584473,-13.275146,0.085375
-276.397705,931.549072,-13.549805,0.086120
-281.982422,941.253662,-15.472412,0.086864
-281.158447,941.619873,-14.556885,0.087623
-286.468506,942.260742,-8.697510,0.088367
-277.496338,940.429688,-12.084961,0.089111
-281.616211,936.309814,-20.050049,0.089855
-285.919189,941.070557,-24.719238,0.090610
-292.877197,940.979004,-14.831543,0.091354
-283.813477,946.105957,-14.007568,0.092099
-282.714844,945.007324,-8.972168,0.092843
-280.609131,936.309814,-10.620117,0.093598
-275.024414,941.162109,-14.465332,0.094342
-275.024414,940.521240,-8.056641,0.095087
-275.299072,943.267822,-10.986328,0.095831
-272.918701,937.133789,-16.204834,0.096586
-275.024414,937.774658,-20.050049,0.097330
-270.355225,933.288574,-26.367188,0.098074
-269.714355,941.894531,-23.071289,0.098818
-273.376465,940.795898,-15.289307,0.099573
-276.031494,940.612793,-15.106201,0.100317
-271.179199,934.753418,-17.028809,0.101061
-276.763916,933.380127,-27.832031,0.101806
-271.453857,944.549561,-15.289307,0.102560
-281.616211,944.824219,-11.169434,0.103304
-285.827637,919.372559,-15.014648,0.104048
-296.813965,948.211670,-24.902344,0.104792
-286.834717,939.605713,-39.733887,0.105546
-269.805908,943.817139,-25.360107,0.106290
-262.390137,938.415527,-3.570557,0.107035
-255.340576,939.331055,-17.578125,0.107779
-256.530762,941.162109,-14.465332,0.108429
-270.721436,942.443848,4.211426,0.109173
-275.390625,937.683105,-10.345459,0.109917
-272.277832,942.901611,-9.429932,0.110661
-279.693604,938.323975,-21.789551,0.111419
-277.404785,937.500000,-25.451660,0.112166
-277.313232,932.922363,-23.620605,0.112910
-284.820557,931.274414,-15.472412,0.113654
-273.193359,938.232422,-20.141602,0.114411
-276.947021,933.929443,-20.782471,0.115155
-271.362305,936.218262,-24.444580,0.115900
-273.193359,934.020996,-30.029297,0.116644
-273.376465,933.197021,-19.958496,0.117398
-274.108887,933.288574,-7.507324,0.118143
-275.390625,934.204102,-12.451172,0.118886
-273.468018,935.485840,-17.669678,0.119631
-274.200439,942.443848,-15.747070,0.120386
-276.123047,942.260742,-19.500732,0.121130
-274.932861,939.331055,-20.050049,0.121874
-284.454346,933.013916,-28.289795,0.122618
-291.595459,932.373047,-32.867432,0.123330
-299.194336,939.971924,-29.663086,0.124074
-305.877686,944.458008,-32.775879,0.125030
-307.800293,946.655273,-28.564453,0.125785
-308.074951,949.859619,-21.240234,0.126548
-306.152344,950.958252,-15.655518,0.127293
-306.610107,952.880859,-16.021729,0.128037
-308.715820,945.922852,-15.563965,0.128781
-308.807373,949.035645,-20.050049,0.129535
-286.193848,951.507568,-14.739990,0.130279
-310.272217,947.479248,-12.542725,0.131023
-306.152344,942.810059,-9.979248,0.131767
-295.898438,940.979004,-14.556885,0.132521
-296.997070,943.176270,-18.768311,0.133265
-292.510986,937.683105,-24.627686,0.134009
-289.581299,934.387207,-19.317627,0.134753
-289.947510,923.767090,-28.656006,0.135507
-297.454834,921.112061,-34.149170,0.136251
-296.447754,923.034668,-35.705566,0.136995
-304.321289,915.252686,-33.874512,0.137739
-302.032471,926.696777,-28.930664,0.138493
-304.046631,925.323486,-30.303955,0.139237
-325.744629,921.752930,-22.338867,0.140004
-295.349121,928.070068,-23.254395,0.140772
-300.201416,929.534912,-17.028809,0.141506
-296.722412,930.999756,-19.958496,0.142240
-295.440674,924.865723,-21.606445,0.142973
-290.130615,925.598145,-12.817383,0.143707
-291.687012,928.070068,-7.781982,0.144447
-285.095215,934.570312,-14.373779,0.145266
-290.679932,934.112549,-15.747070,0.146000
-292.419434,928.527832,-19.683838,0.146741
-292.602539,958.831787,-13.824463,0.147475
-283.264160,940.795898,-9.704590,0.148209
-262.481689,944.183350,-18.035889,0.148942
-279.693604,939.880371,-10.894775,0.149690
-289.672852,931.915283,-6.225586,0.150435
-289.306641,930.084229,0.823975,0.151180
-303.588867,922.210693,-2.929688,0.151924
-302.764893,937.133789,-17.578125,0.152668
-299.926758,924.774170,-19.500732,0.153413
-290.771484,936.035156,-20.141602,0.154157
-280.700684,933.288574,-30.853271,0.154902
-274.841309,925.506592,-30.120850,0.155658
-269.989014,924.407959,-5.310059,0.156402
-277.038574,918.823242,-10.345459,0.157146
-275.756836,927.062988,-16.204834,0.157890
-272.460938,931.823730,-9.613037,0.158635
-273.010254,924.041748,-10.803223,0.159379
-272.552490,923.583984,-11.169434,0.160123
-272.094727,924.316406,-13.916016,0.160867
-270.080566,925.872803,-4.943848,0.161613
-262.573242,919.281006,-0.274658,0.162356
-247.741699,919.555664,-6.591797,0.163101
-261.840820,924.041748,-3.387451,0.163844
-262.573242,922.119141,-14.190674,0.164598
-261.749268,920.379639,-12.359619,0.165343
-257.629395,922.485352,-7.781982,0.166086
-255.706787,914.337158,-7.507324,0.166830
-249.572754,918.182373,1.464844,0.167576
-248.016357,924.957275,1.281738,0.168333
-252.044678,921.752930,2.563477,0.169095
-247.924805,917.083740,-7.873535,0.169886
-246.002197,922.851562,-12.268066,0.170632
-258.544922,918.090820,-16.296387,0.171376
-252.044678,921.386719,-12.542725,0.172120
-242.156982,920.654297,-10.345459,0.172864
