ACC_X,ACC_Y,ACC_Z,Time
100.067139,869.201660,479.553223,0.000130
96.771240,871.490479,480.010986,0.000883
93.658447,874.145508,475.524902,0.001643
92.285156,873.229980,471.405029,0.002385
88.348389,877.624512,473.785400,0.003127
84.228516,871.307373,475.433350,0.003867
79.101562,873.504639,480.285645,0.004619
79.742432,874.511719,473.144531,0.005360
75.073242,872.589111,472.137451,0.006101
83.221436,874.969482,468.750000,0.006841
76.354980,876.525879,465.362549,0.007582
75.897217,876.342773,472.961426,0.008314
80.017090,884.033203,472.045898,0.009045
74.707031,874.237061,461.334229,0.009776
73.608398,881.103516,465.362549,0.010531
71.685791,877.716064,463.439941,0.011273
68.206787,877.258301,463.714600,0.012014
65.093994,877.624512,464.813232,0.012756
47.515869,867.462158,458.496094,0.013507
72.418213,876.708984,461.883545,0.014248
66.101074,877.441406,469.207764,0.014989
60.699463,868.652344,466.003418,0.015730
59.051514,875.976562,457.946777,0.016481
66.375732,871.398926,459.320068,0.017222
65.093994,868.377686,462.066650,0.017963
67.199707,873.138428,457.855225,0.018705
60.791016,882.476807,457.489014,0.019445
63.171387,885.406494,460.510254,0.020177
61.981201,876.342773,464.080811,0.020908
68.481445,880.554199,465.270996,0.021639
71.502686,870.208740,457.031250,0.022391
70.129395,882.385254,459.411621,0.023130
69.946289,878.540039,457.672119,0.023869
80.566406,876.983643,466.735840,0.024609
72.967529,873.229980,472.229004,0.025358
68.298340,877.990723,467.376709,0.026097
73.791504,880.187988,466.735840,0.026836
78.369141,881.744385,470.947266,0.027575
77.087402,874.328613,462.799072,0.028323
72.601318,877.258301,467.010498,0.029062
76.904297,882.110596,462.615967,0.029801
73.242188,881.652832,473.510742,0.030539
87.799072,879.730225,447.418213,0.031288
85.510254,888.977051,473.602295,0.032028
81.390381,880.645752,474.243164,0.032767
85.327148,879.364014,471.679688,0.033506
85.968018,881.744385,470.306396,0.034254
91.094971,882.385254,469.024658,0.034993
94.665527,878.723145,472.595215,0.035732
92.651367,874.328613,467.651367,0.036479
100.341797,868.286133,466.552734,0.037233
90.820312,871.124268,464.447021,0.037974
99.609375,863.525391,460.601807,0.038715
105.377197,867.004395,463.897705,0.039456
105.194092,867.919922,466.369629,0.040206
102.447510,866.729736,459.777832,0.040947
108.306885,851.806641,460.144043,0.041687
107.025146,846.862793,452.453613,0.042428
106.109619,844.757080,454.650879,0.043168
108.764648,850.067139,449.890137,0.043900
106.018066,854.095459,449.066162,0.044630
107.299805,848.419189,426.544189,0.045388
108.764648,845.581055,442.291260,0.046140
105.102539,843.109131,449.890137,0.046881
111.419678,847.595215,453.918457,0.047621
115.905762,846.313477,447.601318,0.048362
122.222900,845.397949,452.362061,0.049112
120.574951,834.045410,452.087402,0.049852
122.131348,830.291748,447.784424,0.050592
119.018555,835.144043,461.608887,0.051333
111.511230,835.510254,448.150635,0.052073
112.609863,829.284668,450.164795,0.052803
106.018066,817.108154,445.587158,0.053534
112.243652,832.580566,451.538086,0.054264
102.905273,825.531006,446.868896,0.055018
114.807129,843.933105,457.672119,0.055759
111.419678,839.813232,459.228516,0.056500
97.869873,842.468262,459.777832,0.057240
97.137451,845.214844,462.890625,0.057990
95.855713,847.137451,454.742432,0.058731
109.405518,856.384277,466.094971,0.059471
101.348877,854.736328,466.827393,0.060211
96.862793,850.708008,468.475342,0.060960
98.785400,852.630615,473.144531,0.061701
97.412109,860.046387,476.531982,0.062442
90.087891,868.652344,478.820801,0.063182
90.545654,860.504150,474.243164,0.063923
88.348389,855.560303,470.397949,0.064655
85.418701,870.574951,467.834473,0.065405
87.432861,858.398438,476.257324,0.066176
87.066650,852.813721,467.651367,0.066974
86.700439,861.145020,472.595215,0.067735
79.193115,852.905273,451.629639,0.068497
84.503174,857.391357,457.214355,0.069250
78.918457,846.679688,452.728271,0.070032
77.362061,851.348877,461.883545,0.070806
77.636719,860.778809,461.242676,0.071611
75.531006,868.377686,454.376221,0.072411
83.770752,872.406006,467.285156,0.073200
81.756592,866.363525,472.320557,0.074123
69.854736,868.835449,479.461670,0.074902
67.108154,860.595703,481.475830,0.075665
66.650391,866.546631,482.757568,0.076417
68.756104,863.983154,473.510742,0.077166
68.572998,847.961426,472.503662,0.077918
64.361572,864.898682,470.397949,0.078669
59.967041,870.117188,456.756592,0.079414
60.333252,866.821289,455.749512,0.080162
55.572510,859.588623,456.573486,0.080942
60.607910,862.335205,456.390381,0.081764
55.938721,859.039307,458.221436,0.082549
57.128906,857.208252,454.467773,0.083300
61.981201,859.680176,451.538086,0.084072
59.692383,858.673096,452.911377,0.084818
61.981201,869.110107,455.200195,0.085562
66.650391,859.680176,454.284668,0.086329
64.910889,866.180420,459.320068,0.087084
69.488525,861.145020,462.249756,0.087829
59.417725,856.933594,468.017578,0.088570
56.762695,850.982666,466.186523,0.089324
61.614990,854.827881,469.573975,0.090066
63.903809,860.321045,465.454102,0.090807
63.995361,871.215820,466.186523,0.091547
62.530518,863.250732,461.883545,0.092295
71.868896,863.983154,464.447021,0.093026
65.551758,858.215332,461.242676,0.093757
70.953369,862.884521,463.439941,0.094487
67.016602,854.919434,459.503174,0.095229
71.868896,853.088379,452.178955,0.095969
81.481934,848.052979,453.186035,0.096710
83.770752,848.052979,439.270020,0.097450
91.735840,855.651855,444.946289,0.098191
93.658447,851.531982,445.129395,0.098931
90.545654,844.665527,441.833496,0.099672
93.383789,849.060059,426.635742,0.100413
85.235596,845.581055,449.432373,0.101164
90.454102,846.313477,446.044922,0.101905
91.369629,851.348877,451.538086,0.102645
89.630127,850.891113,445.220947,0.103385
95.581055,864.807129,447.052002,0.104132
96.130371,860.687256,459.686279,0.104863
91.278076,862.701416,461.791992,0.105593
101.898193,862.884521,466.644287,0.106323
98.785400,863.708496,468.658447,0.107056
98.876953,856.201172,489.074707,0.107797
107.025146,865.173340,472.045898,0.108538
102.172852,863.250732,467.834473,0.109278
107.025146,864.440918,467.193604,0.110019
106.109619,867.645264,464.813232,0.110762
107.025146,869.110107,468.383789,0.111503
97.320557,867.828369,463.073730,0.112244
106.567383,863.983154,469.024658,0.112985
111.785889,871.490479,467.010498,0.113717
110.046387,880.645752,465.179443,0.114448
107.574463,870.025635,462.982178,0.115178
105.285645,880.004883,466.369629,0.115909
102.081299,872.863770,462.249756,0.116661
103.271484,878.265381,467.834473,0.117401
97.412109,874.053955,469.665527,0.118140
100.799561,883.941650,479.278564,0.118879
102.996826,882.293701,483.398438,0.119640
109.497070,892.272949,483.215332,0.120390
108.856201,896.667480,483.581543,0.121134
104.187012,894.104004,490.447998,0.121960
99.243164,897.857666,486.968994,0.122710
96.405029,900.421143,481.658936,0.123453
93.566895,897.766113,482.940674,0.124211
98.144531,897.491455,491.638184,0.124992
89.447021,891.082764,489.349365,0.125756
92.559814,900.787354,487.884521,0.126529
92.559814,897.491455,493.469238,0.127279
91.552734,894.287109,487.152100,0.128055
91.918945,896.301270,481.018066,0.128821
115.173340,892.913818,489.807129,0.129572
96.221924,890.808105,482.574463,0.130313
83.221436,891.906738,477.996826,0.131092
79.010010,886.596680,473.693848,0.131846
88.531494,882.019043,462.615967,0.132587
83.953857,879.364014,468.292236,0.133322
82.672119,885.498047,460.876465,0.134057
75.988770,873.138428,461.242676,0.134788
75.714111,865.905762,455.749512,0.135518
72.143555,868.927002,447.967529,0.136249
77.819824,871.856689,456.481934,0.137019
77.636719,868.194580,450.073242,0.137762
72.509766,867.187500,439.453125,0.138499
68.572998,866.638184,444.580078,0.139232
71.868896,861.236572,457.489014,0.139963
70.678711,863.433838,453.826904,0.140693
70.129395,862.426758,451.812744,0.141424
72.052002,855.560303,452.178955,0.142155
77.453613,857.940674,455.017090,0.142885
81.298828,859.863281,453.643799,0.143616
82.031250,863.067627,461.700439,0.144346
78.094482,857.849121,455.657959,0.145078
77.636719,854.187012,454.284668,0.145829
69.030762,852.630615,463.623047,0.146561
68.939209,854.370117,467.102051,0.147292
68.847656,854.370117,462.799072,0.148033
64.544678,852.905273,452.636719,0.148847
75.256348,856.658936,457.855225,0.149578
74.157715,850.524902,449.249268,0.150309
74.432373,856.292725,449.157715,0.151040
73.059082,860.321045,448.608398,0.151771
67.474365,853.912354,446.777344,0.152501
68.572998,852.264404,446.228027,0.153231
75.439453,848.602295,444.854736,0.153963
