ACC_Z,Time
-28.472900390625,2.3279366493225098
-35.614013671875,2.3281354904174805
-33.782958984375,2.3289575576782227
-25.634765625,2.329155921936035
-25.634765625,2.3293559551239014
-25.634765625,2.3297677040100098
-34.60693359375,2.3299670219421387
-33.87451171875,2.3308041095733643
-29.84619140625,2.3310039043426514
-29.84619140625,2.3312013149261475
-29.84619140625,2.3313980102539062
-32.135009765625,2.3315951824188232
-27.557373046875,2.332401752471924
-27.557373046875,2.3326032161712646
-27.557373046875,2.3328003883361816
-27.557373046875,2.3329968452453613
-27.557373046875,2.3331940174102783
-25.2685546875,2.333993673324585
-25.2685546875,2.3341915607452393
-25.2685546875,2.3343920707702637
-1.8310546875,2.3345887660980225
-17.303466796875,2.334785223007202
-25.726318359375,2.3355798721313477
-25.726318359375,2.335780382156372
-31.768798828125,2.335977077484131
-31.768798828125,2.3361740112304688
-31.768798828125,2.3363702297210693
-24.71923828125,2.3371942043304443
-24.71923828125,2.337399482727051
-24.71923828125,2.337601661682129
-33.87451171875,2.337803840637207
-33.87451171875,2.338005781173706
-31.219482421875,2.338843584060669
-26.0009765625,2.339052438735962
-26.0009765625,2.3392539024353027
-26.0009765625,2.3394556045532227
-32.958984375,2.3396570682525635
-28.9306640625,2.3404650688171387
-28.9306640625,2.340667724609375
-23.4375,2.340874671936035
-23.4375,2.3410768508911133
-23.4375,2.341278314590454
-24.078369140625,2.3420815467834473
-24.078369140625,2.3423261642456055
-24.078369140625,2.342531204223633
-26.824951171875,2.342733383178711
-26.824951171875,2.34293532371521
-26.641845703125,2.343754291534424
-28.9306640625,2.343963146209717
-28.9306640625,2.3441662788391113
-28.9306640625,2.3443684577941895
-26.641845703125,2.3445701599121094
-20.5078125,2.345379114151001
-20.5078125,2.3455820083618164
-23.162841796875,2.345785617828369
-23.162841796875,2.345987558364868
-23.162841796875,2.3461897373199463
-30.21240234375,2.3470046520233154
-30.21240234375,2.3472137451171875
-30.21240234375,2.3474156856536865
-22.3388671875,2.3476169109344482
-22.3388671875,2.347818374633789
-22.88818359375,2.3486649990081787
-21.240234375,2.3488686084747314
-21.240234375,2.3490710258483887
-21.240234375,2.3492727279663086
-28.38134765625,2.3494749069213867
-30.853271484375,2.3503007888793945
-30.853271484375,2.350508451461792
-31.31103515625,2.35071063041687
-31.31103515625,2.35091233253479
-31.31103515625,2.351113796234131
-34.881591796875,2.3519232273101807
-27.83203125,2.352126359939575
-27.83203125,2.3523333072662354
-27.83203125,2.3525359630584717
-35.430908203125,2.3527374267578125
-28.01513671875,2.3535375595092773
-28.01513671875,2.353740930557251
-33.416748046875,2.3539483547210693
-33.416748046875,2.3541502952575684
-33.416748046875,2.3543572425842285
-32.958984375,2.3551602363586426
-32.958984375,2.3553688526153564
-32.958984375,2.3555710315704346
-32.5927734375,2.3557729721069336
-32.5927734375,2.3559746742248535
-30.94482421875,2.356782913208008
-39.093017578125,2.356985569000244
-39.093017578125,2.3571929931640625
-39.093017578125,2.3573946952819824
-37.353515625,2.3575963973999023
-42.48046875,2.3583977222442627
-42.48046875,2.3586063385009766
-36.712646484375,2.358808755874634
-36.712646484375,2.3590099811553955
-36.712646484375,2.3592112064361572
-28.01513671875,2.3600223064422607
-28.01513671875,2.3602302074432373
-28.01513671875,2.3604319095611572
-34.97314453125,2.3606338500976562
-34.97314453125,2.360835313796997
-24.169921875,2.3616347312927246
-26.3671875,2.361837148666382
-26.3671875,2.3620457649230957
-26.3671875,2.362277030944824
-30.120849609375,2.3624794483184814
-27.923583984375,2.363288164138794
-27.923583984375,2.363485813140869
-28.1982421875,2.3636844158172607
-28.1982421875,2.363880157470703
-28.1982421875,2.3640763759613037
-46.783447265625,2.3648781776428223
-31.402587890625,2.3652243614196777
-31.402587890625,2.365422010421753
-30.21240234375,2.365617275238037
-30.21240234375,2.3658127784729004
-32.5927734375,2.3666536808013916
-26.0009765625,2.3668534755706787
-26.0009765625,2.3670506477355957
-26.0009765625,2.3672475814819336
-31.036376953125,2.3674442768096924
-22.613525390625,2.36824893951416
-22.613525390625,2.3684499263763428
-21.42333984375,2.3686466217041016
-21.42333984375,2.3688433170318604
-21.42333984375,2.369040012359619
-4.302978515625,2.369838237762451
-18.035888671875,2.3700358867645264
-18.035888671875,2.370234489440918
-18.035888671875,2.3704326152801514
-19.775390625,2.3706295490264893
-18.585205078125,2.3714256286621094
-18.585205078125,2.3716235160827637
-22.430419921875,2.37182354927063
-22.430419921875,2.3720202445983887
-22.430419921875,2.37221622467041
-35.5224609375,2.3730063438415527
-35.5224609375,2.373204469680786
-35.5224609375,2.373400926589966
-24.810791015625,2.373596429824829
-24.810791015625,2.3737924098968506
-38.360595703125,2.374601125717163
-38.360595703125,2.374799966812134
-30.94482421875,2.3749966621398926
-30.94482421875,2.3751933574676514
-30.94482421875,2.37539005279541
-31.036376953125,2.3761820793151855
-31.036376953125,2.3763797283172607
-31.036376953125,2.3765780925750732
-21.97265625,2.376775026321411
-21.97265625,2.37697172164917
-22.705078125,2.3777670860290527
-31.8603515625,2.3779642581939697
-31.8603515625,2.3781638145446777
-31.8603515625,2.3783621788024902
-39.093017578125,2.3785598278045654
-37.261962890625,2.3793556690216064
-37.261962890625,2.3795549869537354
-37.261962890625,2.379751682281494
-30.487060546875,2.379948377609253
-30.487060546875,2.38014554977417
-28.289794921875,2.3809351921081543
-27.740478515625,2.381134510040283
-27.740478515625,2.381331205368042
-27.740478515625,2.381527900695801
-25.08544921875,2.3817245960235596
-28.472900390625,2.382521629333496
-28.472900390625,2.3827199935913086
-36.163330078125,2.3829169273376465
-36.163330078125,2.3831138610839844
-36.163330078125,2.383310079574585
-38.726806640625,2.3841018676757812
-38.726806640625,2.3843023777008057
-38.726806640625,2.3844993114471436
-38.726806640625,2.384695529937744
-26.824951171875,2.384892463684082
-29.205322265625,2.3856804370880127
-29.205322265625,2.385878086090088
-31.494140625,2.386078119277954
-31.494140625,2.386274814605713
-31.494140625,2.386474370956421
-30.57861328125,2.3872628211975098
-30.57861328125,2.3874638080596924
-30.57861328125,2.3876607418060303
-32.135009765625,2.387857437133789
-32.135009765625,2.388054132461548
-27.191162109375,2.3888399600982666
-27.557373046875,2.389040231704712
-27.557373046875,2.389237642288208
-27.557373046875,2.3894338607788086
-27.557373046875,2.3896305561065674
-30.029296875,2.390463352203369
-30.029296875,2.390665292739868
-30.029296875,2.390864133834839
-31.402587890625,2.3910634517669678
-31.402587890625,2.3912620544433594
-34.698486328125,2.3920955657958984
-32.77587890625,2.392296552658081
-32.77587890625,2.392498016357422
-32.77587890625,2.3926963806152344
-35.33935546875,2.392895460128784
-32.867431640625,2.3936996459960938
-32.867431640625,2.393899440765381
-15.838623046875,2.3941009044647217
-15.838623046875,2.3943002223968506
-15.838623046875,2.394498586654663
-18.49365234375,2.395289421081543
-18.49365234375,2.395491361618042
-18.49365234375,2.3956899642944336
-28.289794921875,2.3958888053894043
-28.289794921875,2.396087169647217
-27.923583984375,2.3968756198883057
-27.923583984375,2.3970749378204346
-28.472900390625,2.3972761631011963
-28.472900390625,2.397475242614746
-5.035400390625,2.3976736068725586
-22.247314453125,2.3984591960906982
-22.247314453125,2.3986616134643555
-22.247314453125,2.3988606929779053
-21.97265625,2.399059534072876
-21.97265625,2.3992583751678467
-24.35302734375,2.400068998336792
-22.15576171875,2.400268316268921
-22.15576171875,2.4004697799682617
-22.15576171875,2.4006683826446533
-21.697998046875,2.400867223739624
75.531005859375,2.401660203933716
75.531005859375,2.401862382888794
2999.908447265625,2.4020614624023438
2999.908447265625,2.4022598266601562
2999.908447265625,2.4024593830108643
2999.908447265625,2.4032537937164307
2999.908447265625,2.4034531116485596
2999.908447265625,2.403653383255005
2999.908447265625,2.4038517475128174
2999.908447265625,2.404050588607788
2999.908447265625,2.404845714569092
2999.908447265625,2.405043840408325
2999.908447265625,2.4052436351776123
2999.908447265625,2.4054412841796875
2999.908447265625,2.4056389331817627
2999.908447265625,2.405836820602417
2999.908447265625,2.406034469604492
2999.908447265625,2.4062321186065674
1562.98828125,2.4064300060272217
1562.98828125,2.406627893447876
1562.98828125,2.406825542449951
-951.0498046875,2.4070231914520264
-951.0498046875,2.4072210788726807
-951.0498046875,2.4074184894561768
-2185.36376953125,2.407616138458252
-2185.36376953125,2.4078142642974854
-2185.36376953125,2.4080116748809814
-2068.17626953125,2.4082093238830566
-2079.52880859375,2.408406972885132
-2079.52880859375,2.408604145050049
-1798.27880859375,2.408802032470703
-1789.398193359375,2.4089999198913574
-1789.398193359375,2.4091975688934326
-1672.210693359375,2.409395217895508
-1667.816162109375,2.409592628479004
-1667.816162109375,2.409790277481079
-1667.816162109375,2.4099884033203125
-1637.603759765625,2.4101858139038086
-1637.603759765625,2.410383939743042
-1637.603759765625,2.410581350326538
-1620.574951171875,2.4107789993286133
-1620.574951171875,2.4109768867492676
-1620.574951171875,2.4111742973327637
-1441.95556640625,2.411371946334839
-1441.95556640625,2.411569595336914
-1441.95556640625,2.411766767501831
-769.683837890625,2.4119644165039062
-769.683837890625,2.4121620655059814
-769.683837890625,2.4123597145080566
-600.494384765625,2.412557363510132
-600.494384765625,2.412755012512207
-600.494384765625,2.4129526615142822
-717.681884765625,2.4131505489349365
-723.9990234375,2.4133481979370117
-723.9990234375,2.413545608520508
-1169.3115234375,2.413743257522583
-1149.90234375,2.413940906524658
-1149.90234375,2.4141385555267334
-1149.90234375,2.4143364429473877
-1883.97216796875,2.414533853530884
-1883.97216796875,2.41473126411438
-1883.97216796875,2.414928913116455
-1836.456298828125,2.4151268005371094
-1836.456298828125,2.4153242111206055
-1836.456298828125,2.4155218601226807
-996.734619140625,2.415719509124756
-996.734619140625,2.415916919708252
-996.734619140625,2.416114568710327
753.570556640625,2.4163124561309814
753.570556640625,2.4165098667144775
753.570556640625,2.416707754135132
2801.33056640625,2.416905403137207
2801.33056640625,2.417102813720703
2801.33056640625,2.4173007011413574
2999.908447265625,2.4174981117248535
2999.908447265625,2.4176957607269287
2999.908447265625,2.417893648147583
2999.908447265625,2.418091058731079
2999.908447265625,2.4182887077331543
2999.908447265625,2.4184963703155518
2999.908447265625,2.4186935424804688
2999.908447265625,2.418890953063965
2999.908447265625,2.419088125228882
2999.908447265625,2.419285774230957
2999.908447265625,2.4194834232330322
2999.908447265625,2.4196808338165283
2999.908447265625,2.4198782444000244
912.41455078125,2.4200756549835205
912.41455078125,2.4202730655670166
912.41455078125,2.420470714569092
-1025.115966796875,2.420667886734009
-1025.115966796875,2.420865297317505
-1025.115966796875,2.421062707901001
-1817.87109375,2.421260118484497
-1817.87109375,2.4214577674865723
-1817.87109375,2.4216558933258057
-1862.73193359375,2.4218530654907227
-1862.73193359375,2.4220504760742188
-1862.73193359375,2.4222476482391357
-2276.55029296875,2.4224460124969482
-2276.55029296875,2.4226431846618652
-2276.55029296875,2.4228405952453613
-2604.67529296875,2.4230380058288574
-2618.0419921875,2.4232354164123535
-2618.0419921875,2.4234330654144287
-2993.0419921875,2.423630475997925
-3000.0,2.423827886581421
-3000.0,2.424025058746338
-3000.0,2.424222707748413
-3000.0,2.424420118331909
-3000.0,2.4246175289154053
-3000.0,2.4248151779174805
-3000.0,2.4250125885009766
-3000.0,2.4252099990844727
-3000.0,2.425407648086548
-3000.0,2.425605058670044
-3000.0,2.425802230834961
-3000.0,2.425999641418457
-2900.115966796875,2.4261972904205322
-2900.115966796875,2.4263949394226074
-2900.115966796875,2.4265923500061035
-2461.395263671875,2.4267899990081787
-2461.395263671875,2.426987409591675
-2461.395263671875,2.427184820175171
-1969.207763671875,2.427381992340088
-1987.152099609375,2.427579402923584
-1987.152099609375,2.427777051925659
-1448.089599609375,2.4279744625091553
-1430.419921875,2.4281718730926514
-1430.419921875,2.4283692836761475
-797.607421875,2.4285669326782227
-810.97412109375,2.4287643432617188
-810.97412109375,2.428961992263794
-810.97412109375,2.429158926010132
-348.08349609375,2.429356336593628
-348.08349609375,2.429553747177124
-348.08349609375,2.42975115776062
-150.054931640625,2.4299488067626953
-150.054931640625,2.4301462173461914
-150.054931640625,2.4303438663482666
-207.550048828125,2.4305410385131836
-207.550048828125,2.4307384490966797
-207.550048828125,2.430936098098755
-240.78369140625,2.431133270263672
-240.78369140625,2.431331157684326
-240.78369140625,2.4315288066864014
-133.6669921875,2.4317259788513184
-133.6669921875,2.4319236278533936
-133.6669921875,2.4321208000183105
30.3955078125,2.4323182106018066
41.3818359375,2.432515859603882
41.3818359375,2.432713270187378
17.9443359375,2.432910680770874
22.52197265625,2.4331085681915283
22.52197265625,2.4333059787750244
22.52197265625,2.4335033893585205
-395.416259765625,2.4337010383605957
-395.416259765625,2.4338979721069336
-395.416259765625,2.434095621109009
-935.11962890625,2.4342966079711914
-935.11962890625,2.4345221519470215
-935.11962890625,2.4347517490386963
-1345.64208984375,2.4349524974823
-1345.64208984375,2.435150384902954
-1345.64208984375,2.435347557067871
-1525.45166015625,2.435544490814209
-1525.45166015625,2.435741424560547
-1525.45166015625,2.435938596725464
-1538.726806640625,2.436135768890381
-1538.726806640625,2.436332941055298
-1538.726806640625,2.436530113220215
-1646.392822265625,2.436727285385132
-1646.392822265625,2.4369242191314697
-1646.392822265625,2.4371213912963867
-1723.57177734375,2.4373183250427246
-1723.57177734375,2.4375159740448
-1723.57177734375,2.4377126693725586
-1529.84619140625,2.4379096031188965
-1529.84619140625,2.4381377696990967
-1529.84619140625,2.438337802886963
-1128.387451171875,2.4385359287261963
-1128.387451171875,2.4387335777282715
-1128.387451171875,2.4389312267303467
-753.387451171875,2.439128875732422
-753.84521484375,2.439326524734497
-753.84521484375,2.4395244121551514
-472.59521484375,2.4397222995758057
-485.321044921875,2.439919948577881
-485.321044921875,2.440117359161377
-485.321044921875,2.440315008163452
-279.510498046875,2.4405128955841064
-279.510498046875,2.4407107830047607
-279.510498046875,2.440908432006836
-128.90625,2.441106081008911
-128.90625,2.4413037300109863
-128.90625,2.4415013790130615
56.488037109375,2.441699504852295
56.488037109375,2.44189715385437
56.488037109375,2.442094564437866
197.113037109375,2.4422972202301025
197.113037109375,2.4424943923950195
197.113037109375,2.442692518234253
458.1298828125,2.442889928817749
458.1298828125,2.443087339401245
458.1298828125,2.4432849884033203
463.531494140625,2.4434826374053955
463.531494140625,2.44368052482605
463.531494140625,2.443878173828125
252.593994140625,2.4440758228302
246.185302734375,2.4442732334136963
246.185302734375,2.4444711208343506
-175.689697265625,2.4446685314178467
-169.73876953125,2.44486665725708
-169.73876953125,2.4450643062591553
-169.73876953125,2.4452619552612305
-509.307861328125,2.4454596042633057
-509.307861328125,2.44565749168396
-509.307861328125,2.4458556175231934
-687.103271484375,2.4460532665252686
-687.103271484375,2.4462509155273438
-687.103271484375,2.446448802947998
-832.03125,2.446646213531494
-832.03125,2.4468441009521484
-832.03125,2.4470415115356445
-864.898681640625,2.4472389221191406
-864.898681640625,2.447436571121216
-864.898681640625,2.447634220123291
-914.61181640625,2.447831630706787
-914.61181640625,2.4480297565460205
-914.61181640625,2.4482271671295166
-938.04931640625,2.448424816131592
-955.26123046875,2.448622465133667
-955.26123046875,2.4488203525543213
-1049.01123046875,2.4490182399749756
-1049.652099609375,2.44921612739563
-1049.652099609375,2.449413537979126
-1237.152099609375,2.449610948562622
-1240.90576171875,2.449808359146118
-1240.90576171875,2.4500062465667725
-1240.90576171875,2.4502038955688477
-1462.82958984375,2.450402021408081
-1462.82958984375,2.450599431991577
-1462.82958984375,2.4507973194122314
-1605.010986328125,2.4509947299957275
-1605.010986328125,2.451192855834961
-1605.010986328125,2.451390266418457
-1565.826416015625,2.4515879154205322
-1565.826416015625,2.4517855644226074
-1565.826416015625,2.4519832134246826
-1318.084716796875,2.452180862426758
-1318.084716796875,2.452378511428833
-1318.084716796875,2.452576160430908
-1009.735107421875,2.4527738094329834
