ACC_X,ACC_Y,ACC_Z,Time
-443.298340,673.370361,599.578857,0.000139
-443.023682,678.497314,599.395752,0.000896
-445.953369,665.130615,594.543457,0.001637
-444.122314,669.799805,604.431152,0.002378
-443.206787,671.356201,599.853516,0.003119
-443.939209,677.581787,593.536377,0.003878
-445.220947,673.736572,597.656250,0.004620
-438.446045,676.300049,598.571777,0.005360
-442.932129,670.257568,601.867676,0.006101
-445.037842,669.708252,603.332520,0.006856
-442.565918,664.855957,597.930908,0.007597
-468.292236,665.771484,604.705811,0.008337
-447.509766,667.236328,600.585938,0.009078
-449.249268,671.356201,602.874756,0.009830
-449.340820,660.827637,596.649170,0.010570
-446.319580,666.595459,597.015381,0.011310
-451.904297,668.060303,599.304199,0.012050
-448.333740,670.257568,600.311279,0.012800
-449.798584,669.158936,593.444824,0.013559
-454.101562,663.391113,601.501465,0.014305
-453.552246,667.968750,604.431152,0.015046
-452.728271,664.031982,599.578857,0.015802
-450.347900,661.193848,596.923828,0.016542
-450.622559,660.003662,599.029541,0.017282
-447.509766,661.468506,596.923828,0.018022
-451.354980,660.919189,596.466064,0.018771
-449.432373,666.687012,600.311279,0.019509
-453.277588,659.362793,599.212646,0.020252
-448.699951,661.193848,593.444824,0.020998
-451.995850,661.010742,594.085693,0.021756
-453.826904,657.806396,593.811035,0.022462
-451.995850,661.560059,586.212158,0.023229
-457.580566,658.355713,593.261719,0.023971
-456.207275,660.461426,596.374512,0.024711
-461.334229,653.228760,595.825195,0.025451
-455.200195,654.876709,599.395752,0.026203
-448.974609,658.721924,601.959229,0.026944
-451.354980,653.778076,591.064453,0.027684
-449.066162,635.101318,599.578857,0.028424
-456.298828,650.024414,600.585938,0.029174
-449.340820,652.496338,596.282959,0.029916
-451.538086,651.489258,588.592529,0.030656
-452.270508,648.834229,592.712402,0.031396
-457.122803,647.460938,590.240479,0.032146
-447.601318,650.390625,589.233398,0.032905
-456.481934,656.799316,595.092773,0.033650
-451.263428,651.763916,585.113525,0.034404
-447.326660,653.778076,586.486816,0.035143
-445.587158,653.045654,592.437744,0.035883
-449.890137,654.052734,598.663330,0.036622
-449.615479,645.355225,591.705322,0.037357
-451.446533,647.094727,587.768555,0.038097
-449.340820,646.362305,594.726562,0.038837
-453.186035,651.947021,588.500977,0.039578
-447.418213,651.306152,590.698242,0.040325
-451.263428,647.003174,586.029053,0.041063
-449.707031,651.031494,588.775635,0.041801
-450.805664,652.496338,563.598633,0.042552
-449.615479,650.939941,586.853027,0.043302
-454.559326,649.108887,595.184326,0.044042
-447.875977,650.482178,600.860596,0.044782
-452.911377,645.263672,604.522705,0.045522
-450.347900,649.749756,596.282959,0.046250
-457.946777,645.446777,597.473145,0.046990
-458.221436,651.672363,596.740723,0.047729
-451.904297,651.580811,596.466064,0.048469
-454.193115,646.820068,598.754883,0.049219
-444.671631,651.672363,596.832275,0.049959
-449.157715,645.812988,598.388672,0.050699
-450.073242,651.947021,603.881836,0.051438
-456.481934,656.433105,600.219727,0.052188
-456.390381,654.602051,598.480225,0.052928
-458.404541,647.094727,587.219238,0.053667
-453.277588,647.369385,592.987061,0.054407
-451.995850,653.045654,591.247559,0.055156
-450.622559,656.799316,595.642090,0.055897
-454.101562,658.447266,598.114014,0.056675
-455.291748,645.904541,595.184326,0.057469
-456.481934,647.003174,588.592529,0.058259
-451.263428,653.137207,588.500977,0.059005
-456.481934,651.397705,590.240479,0.059745
-453.918457,648.834229,598.754883,0.060485
-452.453613,651.306152,590.698242,0.061232
-454.650879,650.573730,596.282959,0.061972
-457.946777,652.130127,592.529297,0.062712
-456.024170,652.954102,595.275879,0.063452
-451.171875,654.052734,586.853027,0.064202
-453.918457,655.334473,596.099854,0.064942
-456.298828,661.285400,597.930908,0.065681
-450.073242,664.215088,595.916748,0.066421
-455.749512,651.763916,595.550537,0.067178
-457.305908,650.848389,600.677490,0.067921
-451.995850,647.918701,601.959229,0.068661
-454.833984,653.320312,592.254639,0.069413
