ACC_X,ACC_Y,ACC_Z
743.711975,507.519989,402.112000
737.856018,499.712006,390.399994
735.903992,511.424011,396.256012
743.711975,499.712006,404.063995
737.856018,517.280029,404.063995
737.856018,509.471985,409.920013
739.807983,501.664001,407.967987
741.760010,517.280029,419.679993
745.664001,513.375977,411.872009
741.760010,513.375977,413.824005
745.664001,517.280029,423.584015
743.711975,517.280029,413.824005
741.760010,509.471985,419.679993
733.952026,507.519989,413.824005
732.000000,511.424011,421.631989
735.903992,519.231995,415.776001
726.143982,515.328003,415.776001
722.239990,519.231995,406.015991
728.096008,519.231995,406.015991
730.047974,509.471985,396.256012
728.096008,495.808014,392.351990
722.239990,507.519989,390.399994
728.096008,499.712006,394.303986
726.143982,493.855988,380.640015
726.143982,493.855988,382.592010
716.383972,488.000000,390.399994
718.335999,491.903992,396.256012
714.432007,489.951996,402.112000
716.383972,484.096008,402.112000
718.335999,493.855988,413.824005
718.335999,495.808014,411.872009
718.335999,484.096008,411.872009
714.432007,491.903992,407.967987
720.288025,499.712006,409.920013
706.624023,497.760010,415.776001
716.383972,499.712006,419.679993
714.432007,507.519989,417.727997
704.671997,501.664001,413.824005
704.671997,499.712006,409.920013
687.104004,497.760010,409.920013
692.960022,497.760010,407.967987
687.104004,489.951996,394.303986
685.151978,484.096008,400.160004
681.247986,476.287994,394.303986
675.392029,482.144012,400.160004
667.583984,472.384003,390.399994
667.583984,474.335999,398.208008
681.247986,464.575989,402.112000
663.679993,466.528015,413.824005
661.728027,462.623993,419.679993
665.632019,462.623993,431.391998
663.679993,472.384003,435.295990
663.679993,464.575989,443.104004
671.487976,484.096008,441.152008
667.583984,484.096008,447.007996
665.632019,484.096008,447.007996
663.679993,493.855988,454.816010
661.728027,491.903992,437.247986
661.728027,488.000000,439.200012
655.872009,486.048004,429.440002
653.919983,497.760010,427.488007
648.064026,486.048004,413.824005
646.112000,472.384003,409.920013
644.159973,480.191986,400.160004
646.112000,474.335999,392.351990
650.015991,472.384003,392.351990
650.015991,462.623993,384.544006
644.159973,454.816010,378.687988
653.919983,441.152008,378.687988
655.872009,437.247986,384.544006
669.536011,441.152008,390.399994
677.343994,450.911987,380.640015
667.583984,437.247986,404.063995
681.247986,445.056000,394.303986
689.056030,439.200012,404.063995
694.911987,454.816010,404.063995
702.719971,456.768005,409.920013
706.624023,464.575989,411.872009
710.528015,460.671997,409.920013
706.624023,472.384003,411.872009
716.383972,466.528015,415.776001
706.624023,468.480011,415.776001
714.432007,464.575989,407.967987
706.624023,458.720001,407.967987
704.671997,466.528015,415.776001
704.671997,458.720001,411.872009
698.815979,443.104004,404.063995
702.719971,437.247986,402.112000
706.624023,447.007996,404.063995
712.479980,441.152008,400.160004
728.096008,443.104004,400.160004
724.192017,447.007996,396.256012
724.192017,443.104004,396.256012
732.000000,445.056000,396.256012
732.000000,443.104004,411.872009
733.952026,454.816010,404.063995
735.903992,447.007996,407.967987
743.711975,456.768005,409.920013
739.807983,458.720001,421.631989
747.616028,474.335999,409.920013
753.471985,456.768005,411.872009
751.520020,468.480011,411.872009
753.471985,470.432007,402.112000
755.424011,466.528015,406.015991
755.424011,476.287994,404.063995
759.328003,456.768005,400.160004
759.328003,466.528015,406.015991
749.567993,462.623993,398.208008
755.424011,456.768005,388.447998
751.520020,458.720001,386.496002
753.471985,474.335999,400.160004
759.328003,478.239990,388.447998
761.280029,472.384003,392.351990
759.328003,484.096008,388.447998
759.328003,478.239990,384.544006
763.231995,489.951996,392.351990
757.375977,493.855988,404.063995
759.328003,497.760010,404.063995
763.231995,509.471985,398.208008
769.088013,503.615997,400.160004
757.375977,501.664001,392.351990
761.280029,501.664001,394.303986
761.280029,495.808014,386.496002
759.328003,497.760010,400.160004
757.375977,493.855988,392.351990
759.328003,489.951996,388.447998
757.375977,486.048004,378.687988
761.280029,495.808014,380.640015
755.424011,488.000000,378.687988
761.280029,484.096008,378.687988
753.471985,493.855988,374.783997
751.520020,495.808014,380.640015
753.471985,495.808014,374.783997
745.664001,499.712006,376.735992
751.520020,503.615997,376.735992
755.424011,507.519989,363.071991
755.424011,517.280029,372.832001
757.375977,517.280029,376.735992
753.471985,507.519989,382.592010
757.375977,517.280029,376.735992
761.280029,521.184021,384.544006
757.375977,517.280029,376.735992
771.039978,517.280029,382.592010
772.992004,517.280029,380.640015
769.088013,525.088013,380.640015
765.184021,517.280029,382.592010
771.039978,519.231995,380.640015
757.375977,521.184021,374.783997
765.184021,515.328003,384.544006
761.280029,521.184021,384.544006
765.184021,515.328003,378.687988
767.135986,517.280029,376.735992
765.184021,519.231995,372.832001
765.184021,527.039978,370.880005
771.039978,527.039978,366.976013
763.231995,530.943970,380.640015
767.135986,536.799988,376.735992
757.375977,532.895996,380.640015
772.992004,544.607971,376.735992
769.088013,544.607971,384.544006
772.992004,548.512024,392.351990
778.848022,550.463989,388.447998
776.895996,538.752014,382.592010
786.656006,530.943970,384.544006
774.943970,540.703979,382.592010
765.184021,540.703979,374.783997
767.135986,538.752014,382.592010
769.088013,542.656006,380.640015
776.895996,550.463989,384.544006
772.992004,552.416016,376.735992
765.184021,552.416016,376.735992
765.184021,550.463989,368.928009
769.088013,552.416016,368.928009
771.039978,550.463989,372.832001
771.039978,556.320007,370.880005
772.992004,558.271973,370.880005
772.992004,552.416016,374.783997
772.992004,554.367981,378.687988
778.848022,554.367981,384.544006
772.992004,562.176025,388.447998
778.848022,554.367981,378.687988
784.703979,568.031982,388.447998
780.799988,566.080017,382.592010
780.799988,562.176025,384.544006
774.943970,562.176025,384.544006
780.799988,558.271973,388.447998
774.943970,562.176025,384.544006
774.943970,558.271973,378.687988
778.848022,562.176025,378.687988
778.848022,566.080017,372.832001
772.992004,560.223999,365.023987
778.848022,564.127991,374.783997
774.943970,566.080017,372.832001
778.848022,566.080017,363.071991
771.039978,564.127991,365.023987
772.992004,558.271973,365.023987
782.752014,566.080017,370.880005
784.703979,562.176025,380.640015
790.559998,560.223999,374.783997
776.895996,564.127991,370.880005
790.559998,550.463989,374.783997
788.607971,556.320007,382.592010
786.656006,562.176025,382.592010
782.752014,550.463989,380.640015
794.463989,564.127991,374.783997
788.607971,558.271973,380.640015
792.512024,558.271973,374.783997
790.559998,560.223999,372.832001
794.463989,558.271973,374.783997
788.607971,554.367981,380.640015
784.703979,554.367981,372.832001
778.848022,550.463989,366.976013
788.607971,550.463989,376.735992
790.559998,556.320007,368.928009
798.367981,546.559998,368.928009
788.607971,544.607971,365.023987
794.463989,544.607971,365.023987
786.656006,538.752014,366.976013
788.607971,550.463989,370.880005
796.416016,546.559998,366.976013
788.607971,536.799988,378.687988
794.463989,542.656006,376.735992
796.416016,532.895996,376.735992
790.559998,530.943970,368.928009
792.512024,527.039978,368.928009
804.223999,532.895996,378.687988
798.367981,532.895996,380.640015
800.320007,534.848022,374.783997
792.512024,521.184021,380.640015
