ACC_X,ACC_Y,ACC_Z
634.400024,482.144012,614.880005
630.495972,488.000000,614.880005
636.351990,493.855988,601.216003
638.304016,488.000000,612.927979
632.447998,491.903992,610.976013
632.447998,491.903992,605.119995
624.640015,497.760010,610.976013
630.495972,497.760010,609.023987
628.544006,491.903992,607.072021
632.447998,499.712006,612.927979
626.591980,488.000000,612.927979
628.544006,480.191986,605.119995
628.544006,488.000000,612.927979
628.544006,497.760010,614.880005
636.351990,497.760010,605.119995
624.640015,497.760010,609.023987
630.495972,497.760010,607.072021
624.640015,488.000000,609.023987
628.544006,489.951996,609.023987
628.544006,489.951996,609.023987
618.783997,497.760010,603.168030
634.400024,489.951996,605.119995
620.736023,499.712006,603.168030
626.591980,493.855988,603.168030
628.544006,499.712006,601.216003
628.544006,499.712006,601.216003
632.447998,489.951996,605.119995
628.544006,484.096008,603.168030
630.495972,491.903992,599.263977
624.640015,497.760010,610.976013
628.544006,489.951996,597.312012
618.783997,488.000000,603.168030
622.687988,497.760010,607.072021
620.736023,488.000000,603.168030
614.880005,488.000000,599.263977
622.687988,493.855988,603.168030
624.640015,488.000000,603.168030
620.736023,493.855988,603.168030
622.687988,488.000000,605.119995
618.783997,476.287994,603.168030
624.640015,489.951996,601.216003
626.591980,486.048004,607.072021
622.687988,493.855988,605.119995
630.495972,497.760010,601.216003
632.447998,489.951996,601.216003
624.640015,488.000000,609.023987
626.591980,486.048004,605.119995
632.447998,484.096008,601.216003
630.495972,489.951996,605.119995
628.544006,484.096008,607.072021
630.495972,488.000000,605.119995
634.400024,489.951996,614.880005
630.495972,495.808014,612.927979
628.544006,486.048004,610.976013
634.400024,488.000000,618.783997
628.544006,488.000000,612.927979
632.447998,489.951996,612.927979
626.591980,486.048004,610.976013
632.447998,495.808014,605.119995
632.447998,486.048004,616.831970
630.495972,486.048004,620.736023
624.640015,482.144012,618.783997
630.495972,486.048004,616.831970
632.447998,486.048004,622.687988
628.544006,491.903992,612.927979
632.447998,484.096008,605.119995
628.544006,486.048004,612.927979
634.400024,486.048004,618.783997
624.640015,484.096008,612.927979
630.495972,482.144012,612.927979
626.591980,489.951996,614.880005
630.495972,491.903992,609.023987
630.495972,486.048004,616.831970
628.544006,486.048004,609.023987
630.495972,488.000000,614.880005
628.544006,482.144012,609.023987
634.400024,484.096008,609.023987
624.640015,497.760010,616.831970
628.544006,488.000000,618.783997
634.400024,486.048004,612.927979
632.447998,478.239990,616.831970
628.544006,478.239990,614.880005
628.544006,482.144012,609.023987
636.351990,480.191986,618.783997
630.495972,489.951996,614.880005
628.544006,468.480011,618.783997
638.304016,478.239990,610.976013
638.304016,474.335999,618.783997
632.447998,476.287994,616.831970
630.495972,482.144012,618.783997
636.351990,476.287994,620.736023
632.447998,478.239990,622.687988
634.400024,476.287994,616.831970
640.255981,470.432007,624.640015
634.400024,482.144012,626.591980
638.304016,474.335999,610.976013
636.351990,474.335999,626.591980
634.400024,474.335999,622.687988
632.447998,474.335999,622.687988
632.447998,476.287994,626.591980
638.304016,468.480011,624.640015
642.208008,472.384003,630.495972
636.351990,478.239990,620.736023
636.351990,474.335999,628.544006
632.447998,476.287994,616.831970
634.400024,480.191986,614.880005
