ACC_X,ACC_Y,ACC_Z
488.000000,470.432007,735.903992
486.048004,468.480011,739.807983
484.096008,466.528015,739.807983
486.048004,464.575989,743.711975
484.096008,468.480011,743.711975
488.000000,472.384003,737.856018
486.048004,474.335999,741.760010
493.855988,478.239990,749.567993
488.000000,474.335999,745.664001
482.144012,470.432007,739.807983
482.144012,472.384003,739.807983
480.191986,478.239990,741.760010
486.048004,478.239990,741.760010
488.000000,472.384003,743.711975
482.144012,476.287994,743.711975
480.191986,478.239990,747.616028
480.191986,478.239990,741.760010
482.144012,476.287994,741.760010
480.191986,474.335999,741.760010
482.144012,468.480011,743.711975
484.096008,468.480011,743.711975
482.144012,474.335999,743.711975
480.191986,468.480011,743.711975
486.048004,472.384003,733.952026
482.144012,468.480011,749.567993
480.191986,470.432007,735.903992
486.048004,472.384003,730.047974
476.287994,474.335999,741.760010
478.239990,474.335999,737.856018
476.287994,464.575989,733.952026
476.287994,470.432007,737.856018
482.144012,478.239990,732.000000
486.048004,472.384003,735.903992
480.191986,472.384003,732.000000
474.335999,466.528015,737.856018
478.239990,472.384003,730.047974
472.384003,474.335999,735.903992
478.239990,472.384003,739.807983
486.048004,474.335999,741.760010
484.096008,468.480011,737.856018
482.144012,464.575989,737.856018
478.239990,474.335999,737.856018
476.287994,484.096008,737.856018
482.144012,476.287994,739.807983
468.480011,478.239990,743.711975
474.335999,480.191986,733.952026
476.287994,466.528015,735.903992
474.335999,478.239990,741.760010
478.239990,476.287994,741.760010
476.287994,474.335999,741.760010
474.335999,480.191986,743.711975
478.239990,484.096008,732.000000
482.144012,478.239990,735.903992
472.384003,472.384003,735.903992
474.335999,488.000000,735.903992
474.335999,472.384003,737.856018
480.191986,482.144012,739.807983
472.384003,470.432007,732.000000
472.384003,478.239990,739.807983
468.480011,478.239990,724.192017
472.384003,482.144012,737.856018
474.335999,470.432007,728.096008
464.575989,480.191986,730.047974
470.432007,476.287994,735.903992
468.480011,484.096008,726.143982
470.432007,472.384003,728.096008
470.432007,482.144012,733.952026
470.432007,482.144012,726.143982
472.384003,482.144012,728.096008
470.432007,486.048004,730.047974
468.480011,488.000000,735.903992
472.384003,478.239990,737.856018
464.575989,480.191986,735.903992
470.432007,480.191986,735.903992
468.480011,489.951996,743.711975
468.480011,488.000000,732.000000
470.432007,482.144012,732.000000
472.384003,486.048004,726.143982
478.239990,484.096008,730.047974
468.480011,482.144012,743.711975
474.335999,480.191986,741.760010
476.287994,480.191986,741.760010
482.144012,482.144012,739.807983
476.287994,489.951996,739.807983
472.384003,489.951996,732.000000
468.480011,482.144012,741.760010
472.384003,493.855988,735.903992
468.480011,493.855988,741.760010
482.144012,488.000000,741.760010
482.144012,488.000000,743.711975
476.287994,488.000000,747.616028
482.144012,491.903992,747.616028
