0.796416,-0.066368,0.597312
0.790560,-0.062464,0.603168
0.792512,-0.074176,0.597312
0.792512,-0.070272,0.603168
0.800320,-0.074176,0.603168
0.800320,-0.076128,0.599264
0.790560,-0.074176,0.609024
0.792512,-0.068320,0.607072
0.798368,-0.074176,0.597312
0.802272,-0.074176,0.597312
0.796416,-0.074176,0.612928
0.798368,-0.078080,0.599264
0.802272,-0.064416,0.607072
0.802272,-0.070272,0.605120
0.798368,-0.068320,0.605120
0.810080,-0.070272,0.599264
0.802272,-0.072224,0.601216
0.794464,-0.070272,0.597312
0.800320,-0.072224,0.595360
0.804224,-0.072224,0.601216
0.804224,-0.076128,0.593408
0.800320,-0.070272,0.595360
0.802272,-0.074176,0.597312
0.802272,-0.062464,0.605120
0.804224,-0.066368,0.605120
0.788608,-0.052704,0.601216
0.802272,-0.064416,0.603168
0.790560,-0.072224,0.603168
0.798368,-0.072224,0.599264
0.796416,-0.068320,0.603168
0.796416,-0.070272,0.597312
0.798368,-0.070272,0.603168
0.788608,-0.080032,0.601216
0.790560,-0.066368,0.601216
0.792512,-0.066368,0.601216
0.792512,-0.060512,0.593408
0.796416,-0.070272,0.605120
0.798368,-0.070272,0.605120
0.798368,-0.062464,0.603168
0.804224,-0.068320,0.601216
0.813984,-0.072224,0.603168
0.802272,-0.064416,0.609024
0.810080,-0.066368,0.601216
0.802272,-0.078080,0.599264
0.806176,-0.066368,0.595360
0.821792,-0.066368,0.601216
0.804224,-0.070272,0.601216
0.812032,-0.060512,0.607072
0.806176,-0.070272,0.601216
0.802272,-0.066368,0.599264
0.796416,-0.064416,0.605120
0.804224,-0.068320,0.601216
0.802272,-0.074176,0.603168
0.798368,-0.064416,0.605120
0.804224,-0.070272,0.607072
0.800320,-0.068320,0.593408
0.800320,-0.066368,0.597312
0.800320,-0.066368,0.597312
0.802272,-0.062464,0.605120
0.802272,-0.062464,0.605120
0.802272,-0.064416,0.605120
0.802272,-0.064416,0.605120
0.802272,-0.062464,0.603168
0.802272,-0.062464,0.603168
0.802272,-0.062464,0.599264
0.796416,-0.062464,0.599264
0.796416,-0.062464,0.597312
0.800320,-0.068320,0.597312
0.800320,-0.068320,0.597312
0.802272,-0.064416,0.603168
0.802272,-0.064416,0.603168
0.798368,-0.068320,0.603168
0.798368,-0.068320,0.603168
0.792512,-0.072224,0.601216
0.792512,-0.072224,0.601216
0.792512,-0.072224,0.599264
0.790560,-0.070272,0.599264
0.790560,-0.070272,0.599264
0.794464,-0.066368,0.597312
0.794464,-0.066368,0.597312
0.792512,-0.062464,0.603168
0.792512,-0.062464,0.603168
0.790560,-0.064416,0.603168
0.790560,-0.064416,0.603168
0.790560,-0.062464,0.603168
0.794464,-0.062464,0.603168
0.794464,-0.062464,0.603168
0.800320,-0.056608,0.601216
0.800320,-0.056608,0.601216
0.796416,-0.068320,0.597312
0.796416,-0.068320,0.597312
0.804224,-0.070272,0.605120
0.804224,-0.070272,0.605120
0.804224,-0.064416,0.605120
0.792512,-0.064416,0.605120
0.792512,-0.064416,0.601216
0.794464,-0.076128,0.601216
0.794464,-0.076128,0.601216
0.806176,-0.076128,0.610976
0.806176,-0.076128,0.610976
