ACC_X,ACC_Y,ACC_Z
782.752014,425.536011,448.959991
788.607971,415.776001,462.623993
784.703979,419.679993,454.816010
796.416016,419.679993,452.864014
794.463989,421.631989,458.720001
790.559998,425.536011,462.623993
794.463989,431.391998,454.816010
796.416016,423.584015,448.959991
792.512024,427.488007,454.816010
792.512024,429.440002,454.816010
794.463989,427.488007,448.959991
798.367981,433.343994,445.056000
794.463989,439.200012,456.768005
788.607971,433.343994,456.768005
796.416016,427.488007,452.864014
790.559998,425.536011,462.623993
792.512024,423.584015,458.720001
786.656006,431.391998,460.671997
788.607971,423.584015,452.864014
802.271973,437.247986,466.528015
798.367981,437.247986,447.007996
794.463989,425.536011,456.768005
800.320007,435.295990,454.816010
790.559998,429.440002,462.623993
788.607971,429.440002,445.056000
788.607971,433.343994,456.768005
790.559998,431.391998,456.768005
790.559998,425.536011,462.623993
798.367981,429.440002,448.959991
792.512024,421.631989,450.911987
784.703979,429.440002,452.864014
786.656006,427.488007,454.816010
788.607971,433.343994,454.816010
790.559998,429.440002,462.623993
788.607971,439.200012,448.959991
786.656006,435.295990,445.056000
786.656006,445.056000,452.864014
792.512024,435.295990,445.056000
780.799988,437.247986,452.864014
784.703979,439.200012,450.911987
794.463989,439.200012,456.768005
788.607971,433.343994,445.056000
786.656006,437.247986,447.007996
782.752014,435.295990,460.671997
786.656006,427.488007,456.768005
788.607971,439.200012,448.959991
792.512024,439.200012,445.056000
794.463989,439.200012,448.959991
800.320007,443.104004,450.911987
792.512024,439.200012,447.007996
788.607971,435.295990,445.056000
796.416016,443.104004,462.623993
798.367981,439.200012,448.959991
798.367981,433.343994,450.911987
802.271973,433.343994,458.720001
790.559998,441.152008,445.056000
790.559998,443.104004,445.056000
788.607971,435.295990,454.816010
782.752014,437.247986,462.623993
796.416016,441.152008,448.959991
798.367981,441.152008,456.768005
788.607971,429.440002,454.816010
798.367981,437.247986,458.720001
790.559998,435.295990,454.816010
786.656006,437.247986,456.768005
788.607971,439.200012,450.911987
796.416016,437.247986,456.768005
788.607971,439.200012,448.959991
790.559998,447.007996,448.959991
798.367981,437.247986,452.864014
796.416016,443.104004,456.768005
798.367981,437.247986,458.720001
802.271973,437.247986,456.768005
798.367981,435.295990,448.959991
790.559998,431.391998,454.816010
790.559998,437.247986,443.104004
790.559998,441.152008,450.911987
794.463989,441.152008,447.007996
794.463989,441.152008,447.007996
792.512024,439.200012,454.816010
794.463989,441.152008,458.720001
800.320007,437.247986,452.864014
792.512024,429.440002,454.816010
790.559998,433.343994,456.768005
790.559998,435.295990,445.056000
790.559998,433.343994,456.768005
794.463989,433.343994,454.816010
